Ranking,Instituto,Country,Size,Visibilidad,Ficheros_ricos,Scholar
1354,Eye Hospital of China Academy of Traditional Chinese Medicine,cn,1133,342,10253,2394
1354,Peking University Third Hospital,cn,964,1886,990,2394
1357,Sacred Heart Health System,us,1654,1207,2263,2394
1358,Baptist Health Arkansas Hospitals,us,866,874,5838,2394
1359,Azienda Ospedaliera San Paolo Polo Universitario,it,2448,2849,257,1328
1359,Mercy Health,us,3485,1766,1259,1289
1359,Rivas Zorggroep Polikliniek Beatrixziekenhuis,nl,1872,1391,1392,2394
1359,St Paul's Hospital Taoyuan,tw,764,1661,1718,2394
1363,Fundación Cardio Infantil de Bogota Instituto de Cardiología,co,996,2212,3473,972
1363,Vachira Phuket Hospital,th,73,3200,1621,1934
1365,Overland Park Regional Medical Center,us,929,920,6826,1934
1365,Hong Kong Baptist Hospital,hk,2779,2507,638,1157
1367,Rotes Kreuz Krankenhaus Kassel,de,433,2072,3566,1328
1368,Wesley Medical Center Wichita,us,1156,1725,2010,1934
1368,Changi General Hospital,sg,3828,1634,2423,972
1370,Regional Medical Center of San Jose,us,1017,996,6059,1934
1370,Oblastní Nemocnice Príbram,cz,4730,3005,1750,433
1372,Saint Thomas Health Services,us,784,1616,1889,2394
1372,Inha University Hospital Incheon under Hangin Group,kr,62,1799,4483,2394
1374,Fakultní Thomayerova Nemocnice S Poliklinikou,cz,1496,1244,9055,634
1374,Universitären Psychiatrischen Kliniken Basel,ch,7315,2714,1693,382
1376,Centre de Santé et de Services Sociaux de Laval,ca,164,3976,450,1934
1376,Gundersen Health System,us,656,823,8843,1815
1378,Centegra Health System,us,2479,1216,1645,2394
1379,Springfield Clinic,us,2680,1894,1734,1157
1380,Northside Hospital,us,733,297,12104,2394
1380,Second Affiliated Hospital of Nanchang University,cn,1889,1533,1081,2394
1380,Istituto Clinico Humanitas Ospedale a Milano,it,1398,916,6013,1934
1383,Mennonite Christian Hospital,tw,1596,2372,531,1934
1384,Katholische Klinikum Bochum,de,4297,1508,2096,1157
1384,St Barbara Klinik Heessen,de,3840,1740,3128,801
1384,CancerCare Nova Scotia,ca,3163,3130,879,729
1384,Thomas Jefferson University Hospitals,us,1258,2683,2906,753
1388,Research Center Borstel,de,1238,1532,3519,1815
1388,Heze Municipal Hospital,cn,1185,350,10253,2394
1390,Riverside Medical Center Kankakee Illinois,us,549,1618,2441,2394
1391,Chiba University Hospital,jp,4638,1465,1607,1328
1392,Tongji Hospital Shanghai - Tongji Hospital of Tongji,cn,2301,746,4856,2394
1393,East Texas Medical Center Regional Healthcare System,us,2164,1120,2338,2394
1393,Saint Barnabas Health Care System,us,1022,430,10913,1934
1395,Athens Regional Medical Center Athens GA,us,182,3636,1911,1157
1396,Cardinal Tien Hospital,tw,1391,2551,1105,1328
1397,Bethesda Basel Furs Leben Gut,ch,877,2502,1777,1328
1397,Coliseum Health System,us,887,1341,3269,2394
1397,Niels-Stensen-Kliniken,de,2342,1923,1515,1328
1397,Openbaar Psychiatrisch Zorgcentrum Rekem,be,10191,432,3352,2394
1397,Pohjois Karjalan Sairaanhoito Ja Sosiaalipalvelujen Kuntayhtyma North Carelian District for Health Care and Social Services,fi,211,3650,2957,903
1397,Hampshire Hospitals NHS Foundation Trust,uk,3972,3519,634,613
1403,Eastern Health Victoria,au,4524,1848,806,1328
1403,Groene Hart Ziekenhuis,nl,2141,1775,569,2394
1403,Vkv Amerikan Hastanesi,tr,5504,877,4167,1739
1403,Jen-Ai Hospital,tw,689,2753,375,2394
1407,Rambam Health Care Campus,il,2572,1078,2268,2394
1408,Schön Klinik (Euromed Clinic Fürth),de,1443,330,10253,2394
1408,Zhongnan Hospital of Wuhan University,cn,1663,1212,2648,2394
1410,Firsthealth of The Carolinas,us,3048,1317,1194,2394
1410,Nemocnice Pelhrimov,cz,2881,2028,2073,972
1412,Changhai Hospital of Second Military Medical University,cn,1750,720,6059,2394
1412,Peninsula Regional Medical Center,us,1418,1288,2595,2394
1414,Staten Island University Hospital NY,us,2939,942,2748,2394
1415,South County Hospital,us,1911,1470,3832,1328
1415,Shim Clinic,sg,3678,493,6554,2394
1415,East Alabama Medical Center,us,2786,2219,3985,596
1415,First Affiliated Hospital of Guangxi Medical University Guangxi University of Traditional Chinese Medicine,cn,1811,1228,2429,2394
1415,Naval General Hospital,cn,1350,807,5873,2394
1420,Grupo Capredena Salud,cl,1544,4580,39,1328
1421,Hospital Attached to Aeromedicine Institute of P.L.A.,cn,199,437,12104,2394
1422,Jiangning Hospital,cn,876,786,7133,2394
1423,University Health Care System,us,2898,1411,1097,2394
1423,Westchester Medical Center,us,2864,1908,1384,1328
1425,Adventist Healthcare Rockville MD,us,1181,850,9811,1085
1426,Raulerson Hospital,us,1177,711,7298,2394
1427,Centre Hospitalier Universitaire Nancy,fr,1878,1598,1152,2394
1428,Chester County Hospital,us,2649,1820,1328,1815
1429,Vasan Eye Care Hospital,in,2078,593,7039,2394
1430,Vancouver Foundation,ca,2675,926,3286,2394
1430,Advanced Fertility Center of Chicago,us,6564,484,4966,2394
1432,Centre Hospitalier de Coulommiers,fr,5398,498,5518,2394
1432,San Francisco Veterans Affairs Medical Center,us,7466,1417,2154,972
1432,Tohoku University Hospital,jp,2639,1602,781,2394
1435,Englewood Hospital and Medical Center,us,4547,1279,1625,1934
1436,Griffin Hospital St Derby CT,us,1509,1178,3409,2394
1437,Southern Tohoku Research Institute for Neuroscience Southern Tohoku General Hospital,jp,2001,1399,1691,2394
1438,NHS Orkney,uk,4689,5143,231,440
1438,Buckinghamshire Hospitals NHS Trust,uk,2588,2872,825,1085
1438,Centre de Santé et de Services Sociaux de Gatineau,ca,4461,4718,722,366
1438,Centrum Medyczne Enel Med,pl,2534,1181,2182,2394
1442,Hospital das Clinicas da Universidade Federal de Minas Gerais,br,4529,4920,1368,252
1442,Ocala Regional Medical Center,us,837,1116,6554,1934
1444,Fengtai District Beijing Nanyuan Hospital,cn,1083,813,6677,2394
1444,Tokyo Medical University Hospital,jp,2799,1439,1149,2394
1446,Hospital General Universitario Vladimir Ilich Lenin,cu,3882,8286,728,84
1446,Osf Saint Joseph Medical Center,us,1149,1868,3494,1328
1446,Zhejiang Industrial University Hospital,cn,3111,233,10913,2394
1446,Arizona Hospital and Healthcare Association,us,6913,1486,2143,972
1446,Center for Human Reproduction Illinois,us,3888,1386,2567,1739
1451,Pasco County Hospital Medical Center of Trinity Community Hospital of New Port Richey,us,886,784,7393,2394
1452,Jiujiang City Third People's Hospital,cn,1809,646,6962,2394
1452,ProHealth Care,us,2110,1593,1872,1934
1452,University of California (UCLA) Medical Center Department of Urology,us,6993,1463,3241,801
1455,Littleton Adventist Hospital,us,3809,472,7039,2394
1455,British Institute of Radiology,uk,4885,937,1906,2394
1457,Catharina Ziekenhuis,nl,2087,1786,764,2394
1457,Union Hospital,hk,3228,1543,770,2394
1459,St Joseph's Healthcare Hamilton,ca,4815,2100,681,1289
1460,New York Hospital Medical Center of Queens,us,284,660,10913,1934
1460,Sin Lau Hospital The Presbyterian Church O Taiwan,tw,2168,1166,2654,2394
1462,Oogziekenhuis Rotterdam Rotterdam Eye Hospital,nl,3690,1273,4413,1157
1462,Western Maryland Health System,us,694,2677,565,2394
1464,Torbay Care Trust,uk,5979,2612,801,753
1464,Freevis Lasik Zentrum,de,4103,1459,3985,972
1464,Royal Hospital for Neuro-disability,uk,6226,1534,2323,972
1467,Research Medical Center Kansas City MO,us,840,1225,4631,2394
1467,Cape Fear Valley Health System,us,3783,1421,1577,1934
1467,Mahatme Eye Bank & Mahatme Eye Hospital,in,4668,263,9504,2394
1470,Bellin Health Systems,us,2743,1238,1911,2394
1470,Guam Memorial Hospital Authority,us,8612,5804,243,217
1472,HCA Midwest Health System Midwest.,us,653,1950,3660,1815
1472,Tweesteden Ziekenhuis,nl,2657,1620,851,2394
1474,Highline Medical Center Burien WA,us,3737,2973,3705,383
1474,Martini Ziekenhuis,nl,2417,1473,1325,2394
1476,Lovelace Medical Group in New Mexico,us,1561,1268,3039,2394
1476,Masonicare Wallingford CT,us,3872,1689,3607,860
1476,Oxford Health NHS Foundation Trust,uk,1803,2779,343,1934
1479,Lampang Hospital,th,86,5667,36,2394
1480,University Hospital Newark,us,5201,4179,971,394
1480,Michael E Debakey Va Medical Center,us,4285,1622,3218,931
1480,Hokkaido University Hospital,jp,3252,1825,407,2394
1483,Elkerliek Ziekenhuis,nl,2086,1793,838,2394
1483,Stadtisches Klinikum Karlsruhe,de,3140,1796,1383,1815
1483,Medicorp Health System,us,743,2506,753,2394
1483,Moses Cone Health System,us,1863,1587,9261,446
1487,Hebrew Rehabilitation Center,us,4158,1510,1242,1934
1488,Tripler Army Medical Center,us,5927,1644,1286,1289
1488,NHS West Sussex,uk,2184,4025,316,972
1490,University of Toledo Medical Center,us,5328,1655,2423,972
1490,Fistula Foundation,us,7035,820,3880,1815
1490,Réseau de santé Horizon Health Network,ca,2288,2702,1320,1085
1490,North Memorial Health Care Robbinsdale MN,us,2908,1066,2668,2394
1494,Dumfries and Galloway NHS,uk,5622,3111,933,613
1494,Lucile Packard Children's Hospital at Stanford CA,us,1891,1168,3269,2394
1494,Sygehus Lillebaelt,dk,2160,2366,2804,860
1497,Wellington Hospital,uk,4197,1362,2338,1815
1497,Bundeswehrkrankenhauser des Sanitatsdienstes der Bundeswehr,de,1449,1538,2021,2394
1499,Taichung Hospital,tw,1332,5038,298,860
1499,Azienda Ospedaliero Universitaria Careggi,it,1915,2547,210,2394
1499,Brenner Children's Hospital Wake Forest Baptist Medical Center,us,72,2301,3473,2394
1502,Parkland Health & Hospital System,us,426,661,9504,2394
1503,Avista Adventist Hospital,us,5170,505,6113,2394
1504,Ziekenhuis Oost Limburg,be,3233,1843,918,1934
1505,Centro di Riferimento Oncologico di Aviano,it,3752,3664,267,920
1506,Mercy Medical Center of Durango,us,6572,389,6826,2394
1507,Instituto de Clínicas y Urología Tamanaco,ve,95,587,12104,2394
1507,New York Methodist Hospital,us,4633,982,2053,2394
1509,Yuma Regional Medical Center Yuma Arizona Hospital,us,88,2371,3178,2394
1509,Hygeia Hospital,gr,3611,1646,612,2394
1509,Kirklees Primare Care Trust NHS,uk,7095,4677,209,458
1512,Little Company of Mary Health Care,au,1687,1434,2287,2394
1512,Georgia Regional Hospital at Savannah,us,12641,393,3452,2394
1514,Imperial College Healthcare NHS Trust,uk,1430,619,8217,2394
1514,Salinas Valley Memorial Hospital Ca,us,541,1544,6897,1739
1514,Vanderbilt Health,us,134,546,12104,2394
1517,Ontario Shores Centre for Mental Health Sciences,ca,3303,3465,1184,661
1518,Salem Health,us,1901,2552,1664,1157
1518,Clinic Family Doctor,ru,4937,605,5164,2394
1518,Cabell Huntington Hospital,us,4074,1990,2121,972
1518,Colchester Hospital University,uk,3241,2555,249,1934
1522,Hospital Alemão Oswaldo Cruz,br,3303,2740,1753,753
1523,Lewis Gale Medical Center,us,940,1637,5959,1289
1523,Hospital To Liaoning College of T.C.M.,cn,3225,501,7660,2394
1525,Western Sussex Hospitals NHS (St Richard’S Hospital At Chichester),uk,4211,3064,968,753
1526,Memorial Hospital,tr,1582,1057,4654,2394
1526,Klinik Am Plattenwald Slk Kliniken Heilbronn,de,3619,1509,2858,1328
1526,Ctk Cottbus Carl Thiem Klinikum / Krankenhaus des Landes Branderburg,de,1250,2274,1444,1934
1529,Woodrow Wilson Rehabilitation Center,us,2329,1055,3621,2394
1529,Department of Orthopedic Oncology Washington Hospital Center,us,7136,2300,3778,408
1531,Russian Children's Clinical Hospital Moscow,ru,2415,932,4305,2394
1531,Inspira Health Network,us,304,4089,1562,1157
1531,IntegraMédica Clínica,cl,1970,697,6962,2394
1531,Centrum Onkologii Instytut Im Marii Skłodowskiej Curie Oddział W Gliwicach Comprehensive Cancer Centre Maria Sklodowska Curie Memorial Institute Branch Gliwice,pl,3657,2898,1406,753
1531,Health Center Valjevo Valjevo Hospital,rs,4087,6645,326,266
1536,South West Alliance of Rural Health,au,3074,4439,615,613
1537,Ente Ospedaliero Cantonale,ch,1767,1819,1997,1934
1538,Assaf Harofeh Medical Center Tel Aviv University Sackler Faculty of Medicine,il,1754,2634,1745,1157
1539,William W Backus Hospital,us,4051,983,2561,2394
1540,Azienda Ospedaliera nº 7 Ospedale di Chivasso,it,3772,3467,388,972
1540,Zentrum für Psychiatrie,de,1479,1735,1641,2394
1542,As Salam International Hospital,eg,5678,191,10913,2394
1542,Barts Health NHS Trust,uk,4507,1310,1234,2394
1544,Sir Run Run Shaw Hospital,cn,2557,1263,2429,2394
1544,Univerzitná nemocnica Bratislava,sk,70,8071,13,1328
1546,Woman's Hospital of Texas,us,1128,1657,6757,1132
1546,Netcare Group,za,59,1193,9055,2394
1548,Royal Ottawa Health Care Group,ca,4163,1973,2330,972
1548,Everett Clinic,us,1356,1572,3748,1934
1550,Dimensions Healthcare System,us,5589,1926,2841,753
1550,Klinikum Lippe Lemgo,de,1520,2298,1279,1934
1550,Baptist Health of Northeast Florida,us,871,1736,2582,2394
1550,County Durham & Darlington Acute Hospitals NHS,uk,1908,2771,477,1934
1554,Allegiance Health,us,1784,1696,5399,1132
1554,Elmhurst Memorial Healthcare,us,2200,1316,2561,2394
1556,Wentworth Douglass Hospital,us,626,1852,2630,2394
1557,University of Minnesota Medical Center Fairview,us,1299,1344,3731,2394
1557,Kaiserswerther Diakonie,de,4313,1345,1252,2394
1559,Centre Hospitalier du Belvedere,fr,9199,326,6826,2394
1559,Institut Ferran de Reumatología,es,9389,2011,2570,526
1561,Azienda Unità Sanitaria Locale nº 5 Regione del Veneto Ovest Vicentino,it,1295,3384,355,1934
1561,Spital Uster,ch,3672,2476,2375,753
1563,Dongfeng General Hospital,cn,1495,1903,1334,2394
1563,Life Healthcare Hospital Group,za,4107,1350,2226,1934
1565,Franklin Community Health Network,us,2976,1807,1365,1934
1566,Health Services Columbia University,us,4933,1283,4365,1157
1566,Covenant Health System Lubbock Texas,us,3163,1759,1901,1815
1568,Elgin St Thomas Health Unit,ca,1999,4516,775,729
1569,Cayuga Medical Center At Ithaca,us,3920,1049,2595,2394
1569,Baltimore Washington Medical Center,us,270,2568,2887,1934
1569,TMG Toda Medical Group,jp,4738,1407,1027,2394
1572,Southern Health and Social Care Trust,uk,4320,3082,604,972
1572,Kliniken Südostbayern,de,5288,1554,1594,1815
1574,HPG23 Ospedali Riuniti di Bergamo,it,2256,5126,349,701
1575,Hillingdon Hospital NHS Trust,uk,5747,2652,756,931
1575,Zhujiang Hospital Southern Medical University,cn,352,2150,2465,2394
1575,St Mary's Hospital Center Montreal,ca,5054,4118,2118,328
1578,Institute of Dermatology Hospital of Shandong Province,cn,1287,1028,5746,2394
1579,Larkin Community Hospital,us,1877,3305,3008,626
1579,Craig Hospital Denver,us,6384,1100,4654,1157
1581,Memorial Health University Medical Center,us,2268,1322,2618,2394
1582,Vestre Viken HF,no,3353,2891,467,1328
1583,Azienda Ospedaliera San Carlo Potenza,it,1392,5375,153,1085
1583,Schneider Children's Medical Center of Israel,il,2157,1837,2459,1815
1583,South Shore Hospital in Weymouth Massachusetts,us,1347,1869,1633,2394
1586,Department of Obstetrics and Gynecology University of Wisconsin School of Medicine and Public Health,us,3689,5441,1284,305
1586,Clinical College Henan University Huaihe Hospital,cn,1570,1777,1666,2394
1586,Psychiatrischen Klinik Wels,at,1859,1663,1708,2394
1586,Lakeland Regional Medical Center,us,4533,1530,2481,1739
1586,Marienhospital Stuttgart,de,1976,1771,1308,2394
1591,Tergooiziekenhuizen,nl,1799,2381,527,2394
1591,Ps Lui Clinic & Surgery for Women,sg,1773,292,12104,2394
1593,Instituto Português de Oncologia de Lisboa,pt,3407,214,12104,2394
1593,Mercy,us,1242,1743,2160,2394
1593,Sacred Heart Hospital on the Emerald Coast,us,5775,598,5399,2394
1596,Lenox Hill Hospital New York NY,us,4370,854,3832,2394
1597,Cancer Therapy Institute Research Centre,sa,2466,5771,984,375
1598,Fondazione dell'Ospedale Pediatrico Anna Meyer O.N.L.U.S.,it,1506,643,8481,2394
1598,C S Mott Children's Hospital,us,1323,943,8481,1815
1600,Jersey Shore University Medical Center,us,3496,1312,1928,2394
1600,Bassett Healthcare Network,us,2522,1442,2026,2394
1600,Fakultní Nemocnice V Motole,cz,2149,766,7956,1934
1603,Cambirdge Health Alliance,us,2073,962,9811,898
1603,Krankenhaus Martha Maria Munchen,de,2900,1708,1069,2394
1605,Edward White Hospital,us,1148,1191,6897,1934
1606,Dolnoslaskie Centrum Onkologii,pl,3826,5785,238,498
1607,Imeldaziekenhuis St Elisabethkliniek,be,2060,3585,1051,972
1608,South Devon Healthcare NHS Foundation Trust,uk,4517,2322,843,1328
1608,Centre Hospitalier Pierre le Damany,fr,5106,755,4413,2394
1610,Kennemer Gasthuis,nl,3547,1698,885,2394
1611,Mercy Medical Center North Iowa,us,2564,2350,1565,1328
1611,(1)  Hong Kong & Tsuen Wan Adventist Hospital,hk,1780,1955,3394,1328
1613,George Washington University Hospital,us,5509,712,4605,2394
1613,Pennine Acute Hospitals NHS,uk,4982,2545,507,1328
1613,Peterborough and Stamford NHS Foundation Trust,uk,3630,4156,867,634
1616,Azienda Ospedaliera di Perugia,it,2328,3659,874,972
1617,Hsk Gruppe Onkologischer Schwerpunkt Hsk Wiesbaden,de,3999,1631,2691,1328
1617,North Cumbria Acute Hospitals NHS North Cumbria,uk,1762,5079,248,972
1619,Dunya Göz Hastanesi Grup World Eye Centers,tr,1419,1285,5873,1934
1619,Ukbb Universitäts Kinderspital Beider Basel,ch,2533,1842,1771,1934
1621,Azienda Ospedaliera Guido Salvini di Garbagnate Milanese,it,4080,4009,263,931
1622,Lowell General Hospital,us,2634,1402,2268,2394
1623,Kingston General Hospital,ca,3356,2148,1577,1328
1623,Fakultna Nemocnica S Poliklinikou V Presove,sk,945,6384,15,1328
1625,Gulf Coast Medical Center FL,us,801,1573,4093,2394
1625,Tungs' Taichung Metroharbor Hospital,tw,547,2661,1346,2394
1625,Uniwersyteckie Centrum Kliniczne,pl,1200,4206,870,1145
1628,Shonankamakura General Hospital,jp,2299,1941,1741,1934
1628,Boone Hospital Center in Columbia MO,us,1483,1963,1512,2394
1628,Shenzhen Fu Huazhong Integrative Medicine Hospital,cn,66,731,12104,2394
1628,Landeskrankenhaus Feldkirch,at,2152,2183,1328,1934
1632,Keijinkai Group,jp,2387,2091,730,2394
1632,Trillium Health Centre,ca,8019,1321,1326,1934
1634,Valley Medical Center WA,us,3943,1457,1444,2394
1634,St Clara Spital,ch,3307,4008,2278,452
1636,Asante Health System (Asante Ashland Community Hospital),us,2399,1197,9055,846
1636,Idaho Hospital Association,us,6753,1605,418,2394
